User ID,Username,Account Status,Followers Count,Post ID,Content Before Defacement,Content After Defacement,Post Timestamp,Defacement Method,Type of Attack,IP Address,Location,Device Information,Time of Defacement,Time of Detection,Time of Recovery,Action Taken,Restoration Status
70efca51-37ed-474b-9b2e-ae7784ff5c20,dingram,Compromised,487370,872fe726-050a-4fbb-82c9-352efff5bc31,Whose drop question majority fill research.,Capital message human he hundred.,3/16/2024 1:11,Malware Injection,Script Injection,37.26.28.166,South Carolyn,Desktop,6/21/2024 13:54,10/16/2024 17:18,8/8/2024 23:32,Content Removed,Not Restored
c019387b-af5f-47b6-b14d-bcd2aa2e1d8d,nbrown,Active,567581,d28a51d8-377b-4dd8-96ca-ddf32fb70a9a,Yeah beat public speech world effort PM education.,Section upon turn least laugh seem.,6/17/2024 5:31,Malware Injection,Impersonation,52.142.151.82,Jaimeshire,Desktop,9/2/2024 22:05,10/7/2024 7:42,6/4/2024 1:20,Account Suspended,Restored
890ed2b0-98a1-4bbd-a320-3e356027c366,brian84,Active,808638,6fb56f64-2261-498d-9dc5-53e42ab2c258,Instead opportunity house.,Hour never rise now.,5/19/2024 18:24,Social Engineering,Account Hijacking,204.50.27.242,Port Emily,Desktop,7/2/2024 22:38,6/11/2024 12:34,10/4/2024 20:25,Content Removed,Restored
8da80b6a-8f5b-46a7-b67b-cdb30b382a15,geraldphelps,Suspended,817077,41bd6470-61e8-45fa-89c1-10a462538c99,Billion one but peace if development recent.,Fact environment close seek five decision.,7/25/2024 11:58,Brute-force,Script Injection,80.2.127.154,Fordmouth,Tablet,2/10/2024 13:09,4/26/2024 22:05,10/16/2024 6:29,Content Removed,Not Restored
3e9059b2-c84c-4f1f-8689-72d67001ece3,mary45,Active,562641,afbb2870-63bb-4cca-b320-0e17317a8916,Though walk follow.,Song thing show down sign seat fly know.,3/11/2024 19:02,Cross-site Scripting,Impersonation,100.138.157.10,South Brittany,Mobile,2/24/2024 12:55,1/21/2024 19:34,8/3/2024 10:42,Password Reset,Restored
dba4dfce-9e2d-41d9-97f5-aafcc82aa4a9,starkpaul,Active,643155,29dde580-cae0-49f2-b329-1ee1b52990be,Stuff year later value window house past performance.,Field relate upon shake.,2/21/2024 4:11,Brute-force,Account Hijacking,113.167.35.32,Wallacestad,Tablet,1/2/2024 20:41,5/14/2024 0:39,5/25/2024 0:32,Password Reset,Restored
2b6fd4b0-0b28-4b37-8e23-252c822c96ca,anthonyanderson,Active,671169,252fd14d-3f99-4bee-bf18-e15b19184e06,Common sometimes either away spring bring.,Half listen create sing.,7/19/2024 18:44,Social Engineering,Script Injection,49.122.20.141,Karenmouth,Tablet,4/21/2024 4:16,5/14/2024 2:11,4/9/2024 23:42,Content Removed,Not Restored
2a8de123-6ba8-4ce4-a92b-53ad3ac677b2,wileykimberly,Active,156277,d32e37e2-b5ad-4d5d-8722-3d5f05915fc4,Public stay director.,Traditional about wait each do themselves.,8/2/2024 21:39,Social Engineering,Impersonation,15.165.14.188,East Thomas,Mobile,5/17/2024 21:50,1/24/2024 7:34,8/26/2024 11:00,Content Removed,Not Restored
d6171a86-8c28-4f30-9991-01a068c971be,aprillee,Compromised,454310,d48cba35-0dfa-4750-88cc-72c517bfd66a,Top exactly him provide hair.,Rule collection night up however need.,7/28/2024 12:21,Brute-force,Impersonation,212.15.46.219,Brownmouth,Tablet,7/28/2024 7:27,7/23/2024 19:58,9/21/2024 4:21,Account Suspended,Not Restored
3a86af4f-1b0f-4744-8f26-96e71224da9e,vwhite,Compromised,990910,c7e057d6-66ba-47b3-bd4c-88c22fb91b68,Or field agency compare population.,Executive need full blue go west quickly buy.,7/15/2024 19:33,Social Engineering,XSS,51.0.139.15,Grantton,Tablet,3/22/2024 9:21,5/11/2024 9:57,8/3/2024 11:38,Password Reset,Not Restored
4a81e9fe-0b35-4be5-9ed3-f9e5f7792811,rhodesnancy,Compromised,844143,e4b50ac5-1d68-4630-9e99-f3e17b8ccce4,Term camera reflect game approach.,Seven office either.,1/26/2024 7:45,Cross-site Scripting,Image Defacement,147.202.100.195,East Stephanie,Mobile,7/4/2024 15:03,3/27/2024 21:58,7/30/2024 14:58,Password Reset,Not Restored
87262196-3f94-4ab6-9fd4-f80a9831ccf8,xclay,Suspended,34581,c50d4238-0e79-40ba-854b-4bb964ffc023,None huge southern herself reflect situation every.,Future money beyond.,9/7/2024 3:04,Phishing,Script Injection,60.194.88.117,Harrishaven,Tablet,9/18/2024 13:45,3/14/2024 13:48,3/3/2024 3:15,Account Suspended,Restored
b816dcbf-3d6c-4698-8d21-7c52ea1445ed,sandragray,Suspended,653441,04167e0a-36de-401e-9c21-6e2ff5fe8cc4,Us which rise.,Run employee term.,10/8/2024 19:13,Cross-site Scripting,Image Defacement,23.71.115.15,Davieston,Desktop,2/19/2024 14:56,5/31/2024 19:30,4/27/2024 13:21,Content Removed,Restored
05fb8a6f-9e6e-48b3-a003-ecde4575550a,adam32,Suspended,180793,dfce42d6-acee-4604-a230-6d680b065eeb,Within former major help skill father opportunity chair.,Foot hand former cover agree letter.,2/18/2024 11:14,Malware Injection,Impersonation,93.81.33.17,South Peter,Desktop,10/12/2024 8:15,9/14/2024 0:41,4/3/2024 23:51,Content Removed,Not Restored
e0121471-dd48-461e-9289-abb05598c33f,farleyhannah,Active,592305,49061a43-f93e-4f9d-82b2-31a45490228a,Service go important friend happen throw.,Quickly meet across still ball attention buy.,9/20/2024 18:52,Social Engineering,Script Injection,192.205.64.224,Natalieville,Tablet,5/25/2024 6:11,2/21/2024 21:08,7/31/2024 23:20,Account Suspended,Restored
55b9bf25-51fc-43d3-842f-60305ca1f48a,lauralewis,Suspended,807620,c46196d6-05b5-48f7-bcf7-83b44105c47f,Home goal recently smile create.,Adult all doctor develop simply magazine.,6/6/2024 23:40,Cross-site Scripting,XSS,189.166.0.22,North Christopherstad,Mobile,4/11/2024 9:44,3/14/2024 2:36,4/29/2024 23:34,Account Suspended,Not Restored
38c140cf-2831-4e7d-b3c1-39eda890ccdc,owilliams,Suspended,395599,3fbcc07d-f313-454c-8ea0-4e9b667671a9,Accept decide movement glass apply other film five.,Half understand choose man modern film.,6/18/2024 6:56,Phishing,Image Defacement,130.149.82.225,East Elizabeth,Tablet,10/1/2024 21:35,8/28/2024 19:55,2/10/2024 22:20,Account Suspended,Restored
d46b7570-7238-480f-8178-87d8510719ae,richard81,Suspended,540538,15d92383-328c-408e-82da-8f0f81722a3d,When young guess body.,Inside fine century campaign send quite.,8/23/2024 18:44,Brute-force,Account Hijacking,50.130.76.92,Bryanborough,Desktop,3/26/2024 2:53,9/13/2024 1:47,2/25/2024 4:50,Account Suspended,Restored
c8522ba1-0636-44a6-8385-0dc88c1e7164,ilewis,Compromised,140065,d3ed47c6-17fe-45d9-a223-ac6ac2570e16,Ahead bag partner city require agreement western.,Party where good year.,8/1/2024 13:33,Malware Injection,XSS,46.202.233.4,Zhangtown,Tablet,3/24/2024 21:08,9/9/2024 7:53,10/1/2024 4:18,Password Reset,Restored
d0130fa6-4f6f-467f-857e-c293c5a9d37a,lestrada,Compromised,651141,d1ca1f73-6ee9-4b1a-89a3-8cd38fed7a98,Bring song safe than study.,Goal skin region area building.,4/17/2024 16:26,Social Engineering,Image Defacement,45.136.172.163,Montesmouth,Desktop,3/4/2024 3:48,1/31/2024 17:02,9/27/2024 21:28,Password Reset,Not Restored
c67a288b-b22c-43ab-a6d0-4eaa2cf3e8c6,natasha77,Compromised,633206,cd82b2b4-69eb-4adb-8f88-d3be84a69697,Trade manage hope your truth quite woman.,Crime lose ground grow benefit four.,1/16/2024 4:21,Social Engineering,Image Defacement,81.227.190.252,Davisland,Desktop,4/29/2024 7:11,6/21/2024 6:27,6/19/2024 20:15,Password Reset,Not Restored
6049e8c7-1806-4e3d-bee1-7a6269ff6cbd,kenneth66,Active,757433,2a74f5f7-91cf-4fc7-941c-f2c4a04971a7,Accept fish parent start join western officer.,Control boy decide again music.,3/16/2024 12:08,Cross-site Scripting,Image Defacement,12.242.132.178,Mccormickshire,Tablet,1/3/2024 8:47,8/23/2024 19:36,2/23/2024 5:20,Account Suspended,Not Restored
513e9513-eb1b-4c84-8e79-af8f3d0113fe,wdyer,Active,895527,aaf907dd-8eda-4d5c-bfbf-ca3d06694946,Piece world play information determine teacher deal.,North improve know career debate religious raise.,3/2/2024 5:49,Social Engineering,Image Defacement,201.218.15.218,Port Michelle,Desktop,9/27/2024 8:26,5/5/2024 19:51,1/13/2024 15:09,Password Reset,Restored
0d9db46d-f6d9-4349-aa47-99ce5d4f7813,martincarla,Active,948077,84ed0f09-d2d0-4bec-a746-58684ecce02e,Poor nice really make little site wait detail.,That message nation method million certainly wife short.,2/13/2024 0:29,Malware Injection,Impersonation,195.172.181.9,North Elizabeth,Tablet,9/13/2024 16:04,8/18/2024 5:01,2/26/2024 10:14,Account Suspended,Restored
8fad7d3d-4a01-46b6-907c-4f3a67c2cfcb,colemanstacy,Suspended,155466,3ec98717-b4e2-478e-863c-1584d59fbe0e,Near star same yet particular.,Short provide operation personal successful.,9/22/2024 12:16,Phishing,Script Injection,110.215.58.209,Kaylahaven,Desktop,6/11/2024 18:58,8/1/2024 13:03,3/10/2024 10:22,Password Reset,Not Restored
8727e171-e49f-4a0e-9945-fa846c3f5231,raymondnorris,Compromised,261284,61a0f675-f57f-4fc5-b384-a5fdd6bf6af2,Throw opportunity culture likely perhaps.,Newspaper view one about reveal up would.,8/1/2024 14:39,Brute-force,Image Defacement,155.104.216.4,Lake Angelachester,Desktop,8/2/2024 3:45,5/27/2024 4:11,9/19/2024 20:33,Password Reset,Restored
160e3727-e2b5-4022-9e4c-8446d0eb0117,whitneymiller,Active,732554,87f5e061-586f-4b87-9940-11e265b399fb,People just oil Mrs present brother.,Window relationship vote.,7/26/2024 7:55,Phishing,Impersonation,98.225.3.30,Richardfort,Mobile,7/3/2024 3:19,3/12/2024 21:51,5/21/2024 17:26,Password Reset,Not Restored
44c7341f-a555-417d-ac16-4dc7b176e75d,pcarroll,Compromised,765128,d5b9350f-3620-460c-9171-87261161a6d8,So you best organization.,Determine level movement always apply.,3/25/2024 10:28,Brute-force,XSS,93.196.176.144,Powellville,Tablet,8/3/2024 4:32,6/20/2024 13:49,9/19/2024 9:56,Content Removed,Restored
a5f2d0a9-b600-451f-be13-afabb5c46966,wtran,Compromised,748901,f68fbf53-77b5-494c-b47a-d73b896d1a66,Doctor public serve choice once.,Chair late positive education a bring.,1/25/2024 9:20,Brute-force,XSS,131.188.187.36,West Rebecca,Mobile,3/14/2024 2:16,1/29/2024 16:34,1/30/2024 3:25,Password Reset,Not Restored
d456e19b-3a70-4aed-a0f4-6983ef5e1450,michael71,Suspended,891318,a36ef549-1386-48d5-b09d-f82294784f4c,Than guess easy father off rule whatever.,Media staff animal home forget push attention.,9/11/2024 11:17,Brute-force,Impersonation,33.74.209.43,North Barbara,Mobile,8/23/2024 9:52,4/15/2024 12:21,1/5/2024 8:17,Password Reset,Not Restored
695134a7-1483-45e8-ad0d-7258fd3b2ff1,timothyallen,Compromised,633396,75cdfda2-6b48-4243-a432-fb22722aa2a2,Become generation wonder ability.,Draw personal force ever quickly.,4/3/2024 16:56,Malware Injection,Image Defacement,27.198.109.111,North Garybury,Desktop,8/1/2024 19:03,3/22/2024 18:05,8/7/2024 18:43,Account Suspended,Not Restored
bd98d18a-2059-4b19-8fb7-dced34a3a02b,fbrandt,Compromised,805805,a86bc995-cf44-41eb-8503-d49831b4ba32,Put staff television sea cut debate.,Girl nation word woman water.,1/30/2024 21:08,Cross-site Scripting,Script Injection,17.103.113.53,West Sydney,Desktop,10/5/2024 11:42,8/19/2024 23:42,7/17/2024 20:05,Content Removed,Restored
c7061065-6c38-4ad7-92df-dbae4c5d6e19,david95,Active,726120,90162507-28f5-4005-bbed-f7a7b18e6544,Above else short kitchen building.,Raise do market Mrs customer green mission.,4/17/2024 11:22,Social Engineering,Impersonation,65.65.54.57,Lake Wesleybury,Mobile,1/30/2024 13:39,6/28/2024 3:52,1/13/2024 3:20,Content Removed,Not Restored
802ff24d-e7c3-425d-b4ce-8b970a3a4b60,lindseynorman,Active,632434,f3104b49-b696-4a6d-9bdb-e637d04ffd0e,Fear occur benefit both everything magazine meet.,Drug both mother television several rule.,8/25/2024 18:51,Malware Injection,XSS,147.162.69.190,Dixonside,Desktop,5/14/2024 14:44,8/31/2024 15:48,5/26/2024 1:15,Account Suspended,Restored
b6255f54-6907-4b45-a9fb-b13bc56c83ed,jason00,Suspended,385886,022276ef-eebe-43e7-8450-5c278c85b126,Cut fear really understand doctor.,Consumer history force others election this capital.,4/5/2024 6:11,Malware Injection,Script Injection,7.13.174.13,South John,Mobile,9/1/2024 0:02,8/31/2024 7:02,1/30/2024 12:58,Account Suspended,Restored
93e0b6f8-14f2-4f4e-9a14-96eed4c195dc,micheleallen,Active,545411,96dc87a4-7e0b-45ab-bea5-7afcf8d885f6,Husband hard method guess current wait.,Significant large collection need.,9/12/2024 22:18,Social Engineering,XSS,177.166.23.13,Fischerbury,Mobile,10/12/2024 21:00,10/2/2024 14:03,1/16/2024 0:54,Content Removed,Not Restored
96d7ac6a-f638-4af7-8ea9-35e02c019fba,charles04,Suspended,994921,eec0d082-24d5-4f69-920c-d20ca95c58fd,Behind like figure agreement design agency.,Require draw civil room drop.,6/20/2024 1:52,Malware Injection,Script Injection,44.175.129.219,Port Ronald,Mobile,2/13/2024 17:05,3/19/2024 11:38,4/3/2024 0:28,Content Removed,Not Restored
7ee9ed8a-f579-4663-a1ff-c260bc6cd43a,richardsonjodi,Compromised,201111,c3bc6bd3-218e-477c-90c7-ee858da14a62,Organization change produce record.,Arm model answer risk religious.,10/9/2024 11:04,Malware Injection,Account Hijacking,183.212.24.92,Sullivanshire,Tablet,3/24/2024 1:49,3/10/2024 20:52,9/15/2024 8:10,Account Suspended,Not Restored
7a46c6fa-bea2-4ac2-9950-b542e97672f4,cynthiamorris,Compromised,391960,c204dc57-b179-4388-8d99-261dd085f75f,Else strategy star role possible if.,Describe real cold special.,6/5/2024 5:46,Cross-site Scripting,Impersonation,153.27.223.53,Nataliemouth,Desktop,8/12/2024 5:59,8/14/2024 7:30,6/30/2024 9:46,Account Suspended,Not Restored
260b2944-e8d2-4b35-bf4e-7803501b3dac,rodriguezeric,Compromised,502426,6df56b26-3263-49f3-a66f-3dcc0f02bf52,Positive into another account individual talk foreign.,Sign point voice yeah president market source.,5/1/2024 0:43,Cross-site Scripting,Image Defacement,46.72.149.197,Porterside,Mobile,3/14/2024 19:07,7/19/2024 8:03,5/17/2024 8:18,Account Suspended,Restored
7b3ad515-9767-45b2-aa68-b69bb621ee08,leedenise,Suspended,893714,5259bd45-edde-45f6-a48c-0c9dddea6a6c,Assume analysis wait group behavior.,Leave safe enough play a factor.,8/11/2024 7:07,Malware Injection,Script Injection,55.192.162.236,New Rachelton,Tablet,2/16/2024 18:12,6/30/2024 8:42,10/12/2024 22:26,Account Suspended,Not Restored
bb11bb0d-e128-468f-8b1f-609b572d1cb4,drakemadison,Suspended,416098,89bb5bd9-1db4-48d6-beec-e9de9c851888,Civil wide edge off identify information.,Drug rich how police election central.,3/25/2024 22:55,Cross-site Scripting,XSS,26.106.84.31,Davilaside,Tablet,6/9/2024 10:22,6/8/2024 23:44,4/30/2024 13:56,Content Removed,Restored
034c8e60-7b19-4ec2-98fa-d5de129f3384,hannamartin,Compromised,419292,0f917c89-4763-486a-a928-708fd74802e7,Leave score PM media case effort.,Run summer candidate school believe.,6/18/2024 0:08,Social Engineering,XSS,182.203.212.10,North Glennhaven,Desktop,4/22/2024 23:00,10/3/2024 7:04,4/24/2024 14:37,Password Reset,Not Restored
74d2dff6-5c2e-4539-88f9-802ffe5bd602,danielle61,Compromised,87574,a7e5ef65-0729-415c-8262-75f118ee5142,Statement during kid animal direction.,Development which read table role character discuss.,10/12/2024 22:37,Social Engineering,XSS,79.177.192.229,East Angela,Desktop,5/11/2024 2:30,5/6/2024 17:26,6/10/2024 9:37,Content Removed,Not Restored
b5bccab4-2efc-4c69-9471-e95b2c3aaa89,bkim,Suspended,988372,a7a37bbf-472f-40ef-9b25-c800d33ae508,Loss single red pass contain health.,Majority within move.,1/3/2024 14:34,Phishing,Image Defacement,213.47.49.92,South Jamie,Mobile,5/5/2024 9:30,9/2/2024 5:16,6/6/2024 13:38,Password Reset,Not Restored
85fbc6fd-142e-4bbe-a314-3223fa4354d2,edgar02,Suspended,147790,97c5e9c7-3a73-4f8a-a42f-429670626327,Number employee close surface customer ability modern machine.,Letter cover upon very it.,7/26/2024 7:48,Social Engineering,Image Defacement,191.15.87.157,Anthonyhaven,Mobile,4/18/2024 7:03,7/7/2024 15:42,4/12/2024 14:57,Password Reset,Not Restored
93769628-bcf9-483b-b1d4-836db6561874,ijones,Suspended,475335,340ae4e5-7706-4016-865d-9a72498fd1cb,Early college provide effort.,Test plant serve mention turn training many.,9/12/2024 14:26,Cross-site Scripting,Impersonation,214.30.72.40,Port Georgefort,Tablet,7/20/2024 13:22,2/8/2024 17:56,4/18/2024 9:41,Content Removed,Not Restored
1c7c6094-97cf-4a6b-a457-a0237a1b8a22,dana30,Suspended,472645,4f1b29d0-a16e-471a-8a70-3ae38fbb614e,Color these visit until.,Six measure dog enough.,2/2/2024 5:56,Brute-force,Image Defacement,60.73.186.245,Steventon,Mobile,7/22/2024 9:33,6/23/2024 2:36,1/24/2024 4:44,Account Suspended,Restored
d49fb8a7-f922-47c7-834a-5fb566f454c7,heather58,Compromised,612125,0ce7024a-04c2-4f14-bcda-e066ba7159e5,Mission newspaper technology open good break.,Grow win across standard operation south start.,8/24/2024 21:29,Malware Injection,Image Defacement,202.169.200.85,New Thomas,Tablet,3/21/2024 14:30,9/24/2024 1:19,7/27/2024 13:03,Account Suspended,Restored
5e958ebc-662a-4cde-8207-d81012e38f34,tyleryoung,Active,302626,4b032e5c-9a56-4bbe-8f79-9d9697aa4931,During pattern summer edge participant although truth early.,Research without far road southern media from this.,9/3/2024 1:01,Brute-force,XSS,65.227.107.41,East Kevinburgh,Desktop,8/5/2024 20:52,3/19/2024 20:40,9/4/2024 5:32,Content Removed,Restored
3d068555-450a-48a5-8fe2-990dbd0e2de3,bethany93,Suspended,628382,3f6ae7be-bbd5-42a8-89f1-ba5b0596098f,Foreign check occur win.,Site set election particularly eat.,3/17/2024 16:50,Phishing,Account Hijacking,184.177.232.191,Ericton,Mobile,10/4/2024 20:17,8/1/2024 19:23,7/20/2024 18:58,Account Suspended,Not Restored
d4c53043-be10-4a43-9df1-c62aca680923,silvaspencer,Compromised,425059,493d6cad-006c-479f-bc3a-31fc4ff06ded,Safe side administration training scientist beat use.,Skill industry bit born.,4/28/2024 4:41,Malware Injection,Image Defacement,109.196.97.193,Ericport,Mobile,9/6/2024 0:14,1/14/2024 11:16,4/15/2024 15:38,Account Suspended,Restored
be3602a9-dd0b-4062-ae6e-127f0bfcd82c,sean10,Compromised,599309,adc46bec-4462-438e-9efd-52920d50a261,Third to condition performance free serve item.,Fire character box born college represent fire.,9/12/2024 8:32,Cross-site Scripting,Script Injection,201.59.41.50,Port Ashley,Desktop,3/21/2024 13:20,8/14/2024 12:33,6/22/2024 19:38,Password Reset,Not Restored
5fd59c56-0ad3-4cc3-9165-3a230f4b79cf,obass,Suspended,712605,02c744f5-6c3c-4cd1-8a85-65ee9f5a4df1,Wrong he Mr culture.,Scientist if hear nearly.,5/21/2024 0:05,Malware Injection,Account Hijacking,222.40.104.114,New Makayla,Mobile,10/13/2024 6:51,1/13/2024 2:43,8/27/2024 13:47,Password Reset,Not Restored
be7313f3-2da9-4729-b918-7c892dabf983,michael85,Compromised,472907,680e7d85-6def-49f7-8351-2032c5314b5d,Lose give hot edge Congress sing.,Sound experience relationship investment need.,9/3/2024 9:21,Phishing,Script Injection,186.84.173.162,Port Ronaldfort,Desktop,9/8/2024 18:34,9/5/2024 4:42,3/17/2024 11:35,Account Suspended,Restored
